SMILES,Target_logP,Target_SAS,logP,SAS,QED,logP_Error,SAS_Error,logP_in_limit,SAS_in_limit,Both_in_limit
Cc1ccc(C(NS(=O)(=O)NC2CC2)C2[NH+]=c3ccccc3=[NH+]2)cc1,-3.8554751213736864,4.298645514918218,-2.9371799999999952,4.2519205042791,0.4455224536188869,0.9182951213736912,0.04672501063911749,False,True,False
COCc1ccccc1Br,2.0860253221156375,1.41871231620306,2.5955000000000013,1.6516924435985896,0.7139759073927856,0.5094746778843637,0.23298012739552965,False,True,False
Cc1ccccc1NC(=O)CCCO,2.0860253221156375,1.41871231620306,1.7060199999999999,1.5123409407217228,0.7643228806780319,0.38000532211563764,0.09362862451866283,True,True,True
CCCCNC(=O)c1ccc(C(=O)N2CCCC2)cc1,2.0860253221156375,1.41871231620306,2.4525000000000006,1.5787149856748393,0.8384557873703804,0.36647467788436305,0.16000266947177932,True,True,True
COc1cccc(C(=O)NCc2cccs2)c1,2.0860253221156375,1.41871231620306,2.686700000000001,1.6365896587636346,0.9017210347360101,0.6006746778843635,0.21787734256057467,False,True,False
COc1cccc(CNC(=O)c2ccncc2)c1,2.0860253221156375,1.41871231620306,2.0202,1.5911885029149921,0.8919724674133183,0.06582532211563752,0.1724761867119322,True,True,True
CCc1ccc(OCCC(C)=O)cc1,2.0860253221156375,1.41871231620306,2.6069000000000004,1.6190628342128495,0.7164224754310948,0.5208746778843629,0.20035051800978954,False,True,False
CCCC(=O)Nc1ccc(F)cc1N,2.0860253221156375,1.41871231620306,2.1465,1.741029978404688,0.7275536752409649,0.06047467788436256,0.32231766220162816,True,True,True
CCOc1cccc(NC(=O)NCCCOC)c1,2.0860253221156375,1.41871231620306,2.2432999999999996,1.6941366929602406,0.7316061820279126,0.1572746778843621,0.2754243767571807,True,True,True
Cc1cccc(CNC(=O)CCNS(=O)(=O)c2ccccc2)c1,2.0860253221156375,1.41871231620306,1.97982,1.7239674652815253,0.8139486934411798,0.1062053221156376,0.3052551490784654,True,True,True
CCc1ccc(C(=O)NCCn2cnc3ccccc3c2=O)cc1,2.0860253221156375,1.41871231620306,2.3889000000000005,1.8352060481371737,0.7845981511063779,0.30287467788436295,0.41649373193411376,True,True,True
CC(=O)Nc1cccc(N2CC[C@@H](C(=O)Nc3ccc(O)cc3)C2=O)c1,2.31492078302053,2.1825776465179865,2.3422,2.5421024233967184,0.5802659242868012,0.02727921697947,0.35952477687873197,True,True,True
CC(C)Oc1cccc(C(=O)NCc2ccc[nH]2)c1,2.31492078302053,2.1825776465179865,2.7319000000000004,2.1066771486527234,0.866035781602783,0.4169792169794704,0.0759004978652631,False,True,False
CCc1cc(Br)cc(S(=O)(=O)NCc2cccc(C(N)=O)c2)c1,2.31492078302053,2.1825776465179865,2.5889000000000006,2.112818893852955,0.7854013208728896,0.2739792169794706,0.0697587526650314,True,True,True
CC(C)NC(=O)Nc1cc(S(=O)(=O)N2CCOCC2)ccc1N1CCCCC1,2.31492078302053,2.1825776465179865,2.2276999999999996,2.2077678173014164,0.7767952197056303,0.08722078302053049,0.025190170783429888,True,True,True
CN(C)c1ccc(NC(=O)C(=O)NCCc2cccs2)cc1Cl,2.31492078302053,2.1825776465179865,2.764900000000001,2.1902760710507554,0.8141655178725916,0.44997921697947074,0.007698424532768922,False,True,False
CCS(=O)(=O)c1cc([N+](=O)[O-])ccc1Cl,2.31492078302053,2.1825776465179865,2.0418000000000003,2.0562337105198925,0.6066637896644689,0.2731207830205298,0.12634393599809401,True,True,True
C/C(=N/NC(=O)CSCc1ccccn1)c1ccc(F)cc1,2.31492078302053,2.1825776465179865,2.9943000000000017,2.133004675868076,0.6580690883246123,0.6793792169794717,0.04957297064991062,False,True,False
CC(=O)c1ccccc1CC(=O)NCC1(c2ccncc2)CC1,2.31492078302053,2.1825776465179865,2.6747000000000014,2.3027409564057884,0.8347117758933718,0.35977921697947135,0.12016330988780188,True,True,True
CC(C)(C(=O)N1CCCC1)c1nc2ccccc2[nH]1,2.31492078302053,2.1825776465179865,2.4629000000000003,2.312566892242465,0.8980800535618161,0.14797921697947025,0.12998924572447867,True,True,True
C[NH2+][C@@]1(C(=O)[O-])CC[C@@H](N2CC[C@H]([NH+](C)C)C2)C1,-5.8920799858407955,6.974594373048768,-3.560399999999995,6.026564111001746,0.5471148776811735,2.3316799858408004,0.9480302620470216,False,False,False
CN[C@]1(C(=O)[O-])CC[C@H](N2CC[NH+]3CCNC[C@@H]3C2)C1,-5.8920799858407955,6.974594373048768,-3.5806999999999958,5.78592203621297,0.49927637427982857,2.3113799858407997,1.1886723368357979,False,False,False
C[C@H](C[NH3+])[NH+](C)CC(=O)[O-],-5.8920799858407955,6.974594373048768,-4.118599999999998,6.822781257825815,0.42386110632507434,1.7734799858407975,0.1518131152229527,False,True,False
C[C@@H]1CN(CC[NH+](C)CC[C@@H]([NH3+])C(=O)[O-])CC[NH2+]1,-5.8920799858407955,6.974594373048768,-5.480900000000004,6.749392682430318,0.42636933612472255,0.41117998584079185,0.22520169061844975,False,True,False
C[NH+]1CCC(N[C@@H]2CC[C@@]([NH2+]C3CC3)(C(=O)[O-])C2)CC1,-5.8920799858407955,6.974594373048768,-2.9798999999999936,5.935189730497783,0.5038051901230663,2.912179985840802,1.0394046425509842,False,False,False
C[C@@H]1[NH2+]CC[C@H]1C(=O)N1CC[NH2+]CC1,-5.8920799858407955,6.974594373048768,-2.636199999999997,5.92107770761167,0.4766187581090989,3.2558799858407985,1.0535166654370975,False,False,False
CN[C@@H](Cl)C[NH2+]CC(=O)[O-],-5.8920799858407955,6.974594373048768,-2.9159999999999986,5.910901431677712,0.33988177659039326,2.976079985840797,1.0636929413710554,False,False,False
C[C@@H]1CN(C(=O)[C@H]2C[NH+]3CCN2CC3)C[C@@H]([NH3+])CN1,-5.8920799858407955,6.974594373048768,-4.000099999999995,6.416353745744305,0.454487286665743,1.8919799858408002,0.5582406273044622,False,False,False
CC1=C2C(=N[C@H]1CC[C@@]12C)/C(=N/OCC)CC[C@@]1(C)[C@@H]1CC(/C=C/C)[C@@H](OC)[C@]2(C)C[C@@H]12,7.732171085961856,6.10967257645101,6.372200000000007,6.184849685509764,0.36951153562639283,1.359971085961849,0.07517710905875408,False,True,False
C=C(OCC(=O)NC(N)=O)C(=O)OC,-2.2679115158144967,1.7340610026200538,-1.115399999999999,2.6100767395382913,0.3409572009765765,1.1525115158144976,0.8760157369182375,False,False,False
CNC(=O)NCC(=O)NCCC(N)=O,-2.2679115158144967,1.7340610026200538,-2.092999999999998,2.0659433715549245,0.40947610763895487,0.17491151581449849,0.33188236893487066,True,True,True
Cc1nnc(NCC(=O)NCc2ccncc2)n1CCN,-2.2679115158144967,1.7340610026200538,-0.3314799999999995,2.541505158893708,0.6433677374297351,1.9364315158144971,0.8074441562736541,False,False,False
CS(=O)(=O)N1CCN(C(=O)CN2CCOCC2)CC1,-2.2679115158144967,1.7340610026200538,-1.577599999999996,2.0387017737131963,0.6277183644369194,0.6903115158145008,0.30464077109314247,False,True,False
CN(C)CC(=O)NCCNC(N)=O,-2.2679115158144967,1.7340610026200538,-1.6674999999999978,2.113870066750909,0.4508328011696103,0.6004115158144989,0.37980906413085536,False,True,False
CC(=O)NCC(=O)NCC(=O)NC1CC1,-2.2679115158144967,1.7340610026200538,-1.4826999999999988,1.90934581111161,0.5200834466492544,0.7852115158144979,0.17528480849155614,False,True,False
COCCCC(=O)NNC(N)=O,-2.2679115158144967,1.7340610026200538,-0.8874999999999991,2.1160732921770684,0.38202388376521906,1.3804115158144976,0.3820122895570146,False,True,False
CC(=O)NCCNC(=O)CNC(N)=O,-2.2679115158144967,1.7340610026200538,-2.092999999999999,2.0415591719707233,0.3830486671996489,0.1749115158144976,0.30749816935066954,True,True,True
CNC(=O)CNC(=O)COC,-2.2679115158144967,1.7340610026200538,-1.5049999999999992,1.928924474228264,0.5253754017067862,0.7629115158144975,0.19486347160821027,False,True,False
CCn1nc(C)c2[nH]c(=S)n([C@@H](C)[C@@H]3OC(c4ccccc4)=NN3C)c21,3.4750824949838632,3.842556721429145,3.434610000000002,4.0678492246603275,0.714835293431321,0.040472494983861296,0.22529250323118255,True,True,True
CCC1(CC)[C@H](NC(=O)N2CCC[C@@H]2)[C@H](C)[C@@H]1NC(=O)c1ccc([N+](=O)[O-])cc1,3.4750824949838632,3.842556721429145,3.4850900000000022,4.26961837105225,0.5622323868595197,0.010007505016139007,0.4270616496231048,True,True,True
C[C@@H]([NH2+][C@@H](CC(F)(F)F)c1ccccc1)c1ccc2c(c1)CCO2,3.4750824949838632,3.842556721429145,3.939600000000003,3.8167070299819494,0.8792256070897873,0.46451750501613986,0.02584969144719551,False,True,False
Cc1noc(C)c1[C@@H](C)[NH2+][C@@H](C)c1cccc(-n2cccc2)c1,3.4750824949838632,3.842556721429145,3.467740000000002,3.968852516195142,0.7841871548545852,0.007342494983861414,0.12629579476599684,True,True,True
CC(C)n1ccnc1CNC(=O)[C@H]1C[C@H]2CC[C@@H]1C2(C)C,3.4750824949838632,3.842556721429145,3.1525000000000016,4.348520040689094,0.9252523525517249,0.3225824949838616,0.5059633192599486,True,False,False
Cc1cc(N2C(=O)[C@@H]3[C@@H]4C=C[C@@H](C4)[C@@H]3C2=O)c2ccccc2n1,3.4750824949838632,3.842556721429145,2.8547200000000013,4.110240956841141,0.60109878641819,0.620362494983862,0.2676842354119957,False,True,False
CC(C)c1ccc([N-]S(=O)(=O)/C=C/Cl)cc1,3.4750824949838632,3.842556721429145,3.855000000000003,3.8099892624681884,0.8234389123521512,0.37991750501613986,0.032567458960956586,True,True,True
CC(C)(C)[C@H](C#N)N1CCO[C@]2(CCc3ccccc32)C1,3.4750824949838632,3.842556721429145,3.098580000000002,4.286763343909913,0.7948130359022747,0.37650249498386135,0.4442066224807677,True,True,True
CCNC(=O)CC[NH2+]CC(=O)NC(=O)[O-],-5.029968971797732,4.181316992718286,-3.4644999999999984,4.169917349573148,0.4008820727305645,1.565468971797734,0.011399643145137972,False,True,False
CC(C)(C)N(CC(=O)[O-])C(=O)C(=O)[O-],-5.029968971797732,4.181316992718286,-2.8866999999999976,3.8718403141989253,0.4463231138868395,2.1432689717977347,0.3094766785193608,False,True,False
C=CCNC(=O)C[NH+]1CCN(CC(=O)NCCO)CC1,-5.029968971797732,4.181316992718286,-3.4023999999999957,3.743600960226603,0.35024028112872585,1.6275689717977366,0.4377160324916831,False,True,False
Cn1ncc(C(=O)[O-])c1C(=O)[O-],-5.029968971797732,4.181316992718286,-2.8529,3.8006681122763233,0.4728642643157172,2.1770689717977323,0.38064888044196277,False,True,False
C[C@H](C(=O)[O-])NC(=O)CN1CCCS1(=O)=O,-5.029968971797732,4.181316992718286,-2.723499999999998,3.670071326487472,0.582137568310448,2.3064689717977345,0.5112456662308142,False,False,False
CC(C)(C)C(=O)NC(NC(=O)c1ccn(CC(=O)[O-])n1)C(=O)[O-],-5.029968971797732,4.181316992718286,-3.3988999999999976,3.8739543823547313,0.5163246852120854,1.6310689717977347,0.3073626103635547,False,True,False
C[C@H](C(=O)N1CCOCC1)N[C@@H]1CN(C(=O)C2=c3ccccc3=[NH+]C2)CCO1,-5.029968971797732,4.181316992718286,-3.427099999999994,4.340821589659119,0.5620606888243643,1.6028689717977382,0.15950459694083285,False,True,False
COCCCNC(=O)CN1C[C@@H](CC2[NH+]=c3ccccc3=[NH+]2)CCC1=O,-5.029968971797732,4.181316992718286,-3.791899999999994,4.232510406536866,0.4158996626183386,1.2380689717977384,0.05119341381857989,False,True,False
C/C(=N\Nc1nnc(SCC(=O)[O-])[nH]1)C(=O)[O-],-5.029968971797732,4.181316992718286,-2.815599999999999,4.3463812975596205,0.3150091470127736,2.2143689717977333,0.1650643048413345,False,True,False
CNC(=O)CCCN/C(N)=[NH+]/CC(=O)[O-],-5.029968971797732,4.181316992718286,-4.752599999999998,3.968635811111609,0.2016912730126078,0.2773689717977339,0.21268118160667715,True,True,True
CCC[NH2+][C@@](C)(C(=O)[O-])C(=O)[O-],-6.355960136012642,6.7310098553177715,-3.781699999999997,5.106040022946298,0.4323525432255619,2.5742601360126445,1.6249698323714732,False,False,False
C[NH+]1[C@H]2CC[C@@H]1CN(C(=O)C(=O)NCCCC2=c3ccccc3=[NH+]C2)CC2,-6.355960136012642,6.7310098553177715,-3.2744999999999935,6.801259914327627,0.41963530783492853,3.081460136012648,0.07025005900985537,False,True,False
COC(=O)C[C@@H]([NH3+])C(=O)N[C@@H]1C[NH+]2CCN1CC2,-6.355960136012642,6.7310098553177715,-4.183599999999997,6.224401669830979,0.4461927994408678,2.172360136012645,0.5066081854867921,False,False,False
CC[NH+]1CCN(CCNC(=O)[C@@H]2C=c3cc(S(=O)(=O)N(C)C)ccc3=[NH+]2)C[C@@H](C)O1,-6.355960136012642,6.7310098553177715,-4.543499999999995,5.203219192185804,0.3977636423739406,1.8124601360126462,1.5277906631319675,False,False,False
CCS(=O)(=O)N[C@@H]1CCN(C(=O)[C@H]2C=c3cc(C)ccc3=[NH+]2)C1,-6.355960136012642,6.7310098553177715,-2.601879999999995,4.291065596816443,0.6326845344955015,3.7540801360126466,2.4399442585013285,False,False,False
C[NH+]1CCN(C2C[NH2+]C2)C[C@@H]1C(=O)[O-],-6.355960136012642,6.7310098553177715,-5.119199999999997,6.514090986963898,0.46851519247627005,1.236760136012645,0.21691886835387386,False,True,False
CCC[C@H](NS(=O)(=O)[O-])C(N)=[NH2+],-6.355960136012642,6.7310098553177715,-2.678799999999998,4.531041555404119,0.2512820715542168,3.6771601360126436,2.1999682999136523,False,False,False
C[NH2+]C[C@H](C)C(=O)NC[C@@](C)(O)C[NH+]1CCC(C(=O)[O-])CC1,-6.355960136012642,6.7310098553177715,-4.272299999999993,5.777924103617371,0.3632414632957412,2.0836601360126483,0.9530857517004003,False,False,False
Cn1cc[nH+]c1C[C@@H]([NH2+]CC1=c2ccc(Cl)cc2=[NH+]C1)C(=O)[O-],-6.355960136012642,6.7310098553177715,-4.718299999999997,5.967075506615085,0.555610223655547,1.637660136012645,0.7639343487026862,False,False,False
Cn1ncc(C[NH2+]CC(=O)N[C@H]2CC[NH+](C)C2)c1Cl,-2.961298804360464,5.211586246180691,-2.4598999999999966,5.615346878216183,0.5623684186187663,0.5013988043604676,0.4037606320354916,False,True,False
CN(C)C(=O)CCC[NH+]1CCS(=O)(=O)CC1,-2.961298804360464,5.211586246180691,-1.831899999999996,4.248522715062107,0.6373815158906831,1.1293988043604681,0.9630635311185847,False,False,False
CC[NH+]1CCC[C@H](NC(=O)C(=O)N2CC[C@](C)(CC[NH3+])C2)C1,-2.961298804360464,5.211586246180691,-1.9595999999999958,5.413066951736697,0.5270288447903031,1.0016988043604684,0.20148070555600572,False,True,False
CC[NH2+]CC(=O)N1CC[NH+](CC)CC1,-2.961298804360464,5.211586246180691,-2.6832999999999965,5.337280585692137,0.5111884198802924,0.27799880436046776,0.12569433951144582,True,True,True
COC(=O)CN1CCN(c2[nH+]cc3c(c2C(=O)[O-])CC[NH+](C)CC3)CC1,-2.961298804360464,5.211586246180691,-3.227499999999994,4.9682937827223235,0.5659725161300043,0.2662011956395296,0.24329246345836797,True,True,True
C[C@@H]1CCC[NH+](CCC(=O)N(CC(=O)[O-])C2CC2)C1,-2.961298804360464,5.211586246180691,-1.5677999999999956,5.019500858343458,0.6330095188579825,1.3934988043604686,0.19208538783723306,False,True,False
C[C@@H](C(=O)NCCS(=O)(=O)N1CCC2=c3ccccc3=[NH+][C@H]2[C@H]1c1ccc(F)cc1)[NH+](C)C,-2.961298804360464,5.211586246180691,-2.515199999999992,4.870194511651554,0.4144698956665223,0.4460988043604721,0.34139173452913774,False,True,False
CNC(=O)[C@@H](C[NH3+])N1CC[C@@H]([NH+](C)C)C1,-2.961298804360464,5.211586246180691,-3.4382999999999964,5.419150240723448,0.45777770507188176,0.47700119563953214,0.20756399454275698,False,True,False
CCNC(=O)NC[C@@H](C)N1CC[NH+](CC2=c3ccccc3=[NH+][C@@H]2C)CC1,-2.961298804360464,5.211586246180691,-3.152299999999993,5.05667783799442,0.43359858940495155,0.191001195639529,0.15490840818627127,True,True,True
C[C@@H]1[C@H]2[NH+]=c3ccccc3=C2CCN1C(=O)CC[NH2+]C(C)(C)C,-2.961298804360464,5.211586246180691,-1.707499999999994,5.063929779508751,0.6858908358000557,1.2537988043604702,0.14765646667194066,False,True,False
C#CCN1CC[NH+]([C@@H](C)C(=O)N(C)CC(=O)NC(C)C)CC1,-2.1605413275965644,4.3345602271514085,-1.808399999999994,4.303778448966611,0.5689267294381799,0.35214132759657035,0.03078177818479766,True,True,True
C[C@@H]1[NH2+]CC[C@H]1C(=O)N1CCOCC1,-2.1605413275965644,4.3345602271514085,-1.1829999999999987,4.271235784534748,0.5774584716441392,0.9775413275965656,0.06332444261666037,False,True,False
COCc1cc(C(=O)N[C@@H]2CC[C@@H]([NH+](C)C)C2)n(C)n1,-2.1605413275965644,4.3345602271514085,-0.6380999999999977,4.262260469758522,0.7547753266433034,1.5224413275965667,0.0722997573928863,False,True,False
CN(C)C(=O)C[NH+]1CCCN(C(=O)N2CCC(OCCC[NH+](C)C)CC2)CC1,-2.1605413275965644,4.3345602271514085,-2.1991999999999914,4.709497597830542,0.4779616680128117,0.03865867240342702,0.3749373706791337,True,True,True
COCCN(c1cccc(C(N)=O)n1)[C@H]1CC[NH2+]C1,-2.1605413275965644,4.3345602271514085,-1.0309999999999973,4.089462270854131,0.6884925920626075,1.1295413275965671,0.24509795629727726,False,True,False
CCS[C@H]1CCCCN(C(=O)C[NH2+]CC(=O)[O-])C1,-2.1605413275965644,4.3345602271514085,-1.566099999999997,4.419316650757427,0.6349710757278012,0.5944413275965674,0.08475642360601832,False,True,False
CCc1nnc([C@H]2CC[NH2+]C2)n1N,-2.1605413275965644,4.3345602271514085,-1.3949999999999982,4.76006007664544,0.5527353148274871,0.7655413275965661,0.42549984949403186,False,True,False
CNC(=O)/C(C#N)=C\c1cccc2[nH]ccc12,1.394597118988938,2.270802973042006,1.8208799999999998,2.4399002356867108,0.6042889942520941,0.42628288101106193,0.16909726264470493,False,True,False
CN(CC(=O)N1CCN(c2ccccc2[N+](=O)[O-])CC1)C1CCOCC1,1.394597118988938,2.270802973042006,1.3541999999999996,2.322863792997964,0.5811823087333114,0.040397118988938274,0.05206081995595824,True,True,True
C[C@H]1CCCN(C(=O)NCC(=O)N(C)Cc2ccccc2)C1,1.394597118988938,2.270802973042006,2.0864999999999996,2.4057529789746024,0.9257322452593547,0.6919028810110617,0.13495000593259654,False,True,False
CCOC(=O)c1cnc(NC(=O)CSc2nccn2C)s1,1.394597118988938,2.270802973042006,1.7841,2.3681552240827557,0.6431525977282301,0.3895028810110621,0.09735225104074985,True,True,True
COc1cc(OC)cc(C(=O)N/N=C/c2ccc([N+](=O)[O-])cc2O)c1[O-],1.394597118988938,2.270802973042006,1.1550999999999998,2.8110494244582434,0.44610390252920495,0.2394971189889381,0.5402464514162375,True,False,False
Cc1ccc(CNC(=O)CN2C(=O)NC(C)(C)C2=O)c(NS(=O)(=O)c2ccccc2)c1,1.394597118988938,2.270802973042006,1.7424199999999996,2.3238618936476456,0.5612931501133281,0.34782288101106174,0.05305892060563977,True,True,True
CCC(=O)c1ncc2ccc(N)cc2n1,1.394597118988938,2.270802973042006,1.8046999999999997,2.4578583935291913,0.5938467401503577,0.41010288101106185,0.1870554204871855,False,True,False
Cn1c2ccccc2c2cnn(CC(=O)NCCc3ccccc3)c(=O)c21,1.394597118988938,2.270802973042006,2.2470999999999997,2.1314762576960096,0.5934607941224033,0.8525028810110618,0.13932671534599628,False,True,False
CC(C)[C@H](NC(=O)CN1CCOCC1)c1ccccc1,1.394597118988938,2.270802973042006,1.8320999999999996,2.2880561132743598,0.891885008139022,0.4375028810110617,0.017253140232353914,False,True,False
CCC1CCC2=C[C@H]([C@@H]1CC(=O)O[C@@H]1[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@@H]3CC[C@]12C)CC,7.791967124210571,5.904878047522074,6.892500000000008,5.994961935234828,0.34663406202752023,0.8994671242105632,0.09008388771275389,False,True,False
C[C@@H]1S[C@H]2[C@@H](N=C/N=C/c3cccs3)[C@@H]3C(=O)N=C4CCCCC4=C3C=CC[C@@]12C,7.791967124210571,5.904878047522074,5.502000000000005,5.405129610192466,0.4629028064189388,2.289967124210566,0.4997484373296084,False,True,False
CC[C@H]1CCC[NH+]([C@]2(C[NH3+])CCC[C@@H]2C(C)(C)C)C1,2.16901024944774,6.808298087240411,1.5182000000000015,5.640488476155455,0.7778367616788832,0.6508102494477384,1.167809611084956,False,False,False
CC[NH2+][C@H]([C@@H]1CCOC2(CCSCC2)C1)[C@@H]1CCO[C@@]2(CCSC2)C1,2.16901024944774,6.808298087240411,2.9330000000000016,6.094720214411744,0.8056699407581341,0.7639897505522617,0.713577872828667,False,False,False
CCC[NH2+][C@@H]1CCCC[C@@H]1C[NH+]1C[C@@H]2CC[C@@]1(C)C2(C)C,2.16901024944774,6.808298087240411,1.612000000000001,6.591034494512627,0.7687259154492115,0.5570102494477389,0.21726359272778417,False,True,False
CC[NH+](C)CCC(=O)C12CC3C[C@](C)(C1)C[C@](C)(C3)C2,2.16901024944774,6.808298087240411,2.476799999999999,6.06805522994716,0.8195482836551072,0.3077897505522591,0.7402428572932509,True,False,False
CC(NC(=O)CNC(=O)Cn1ccc(=O)n(C)c1=O)C(N)=O,-5.537458881207947,2.3393155059661908,-3.3467999999999973,2.854505207946964,0.5024179937385883,2.1906588812079493,0.5151897019807734,False,False,False
CNC(=O)CNC(=O)CCNC(=O)CC(=O)[O-],-5.537458881207947,2.3393155059661908,-3.505099999999998,2.6257188895328625,0.40018325964981216,2.0323588812079487,0.2864033835666717,False,True,False
CNC(=O)CNC(=O)Cn1cc(C(=O)[O-])cnc1=O,-5.537458881207947,2.3393155059661908,-3.530999999999998,2.8864181742937483,0.5675247639063963,2.0064588812079487,0.5471026683275575,False,False,False
CN(C)C(=O)NC(=O)COCC(N)=O,-5.537458881207947,2.3393155059661908,-1.7138999999999989,2.405472893384445,0.5673225299653376,3.8235588812079477,0.06615738741825439,False,True,False
CN1C(=O)C(=O)N(CC(=O)N2CCN(S(C)(=O)=O)CC2)C1=O,-5.537458881207947,2.3393155059661908,-2.4891999999999967,2.339066858513016,0.4170435258203946,3.04825888120795,0.0002486474531746552,False,True,False
CNS(=O)(=O)CCNC(=O)CNS(C)(=O)=O,-5.537458881207947,2.3393155059661908,-2.7989999999999977,2.4650794321963634,0.4624365023226668,2.738458881207949,0.12576392623017263,False,True,False
CNC(=O)Cn1nnnc1NC(=O)CN1CCN(CCO)CC1,-5.537458881207947,2.3393155059661908,-3.032499999999997,2.448856222677975,0.48250774958296244,2.5049588812079495,0.10954071671178411,False,True,False
Cn1cc(C(=O)NCC(=O)NC(=O)[O-])ccc1=O,-5.537458881207947,2.3393155059661908,-2.425399999999999,2.668981772145761,0.6195540716583031,3.1120588812079477,0.3296662661795704,False,True,False
CS(=O)(=O)N1CCN(C(=O)CNC(=O)CCC(=O)[O-])CC1,-5.537458881207947,2.3393155059661908,-3.263499999999997,2.591548290761841,0.5470638477743239,2.2739588812079496,0.25223278479565003,False,True,False
C#CCNC(=O)C(=O)NCC(=O)NCC(N)=O,-5.537458881207947,2.3393155059661908,-3.546499999999998,2.4610265818405566,0.29254617947098804,1.9909588812079484,0.1217110758743658,False,True,False
C[C@@H](NC(=O)CC(=O)[O-])C(=O)NC(=O)NCCO,-6.191988005174707,3.1356489585710308,-3.5507999999999984,3.2021747980569355,0.3632981969227783,2.6411880051747088,0.06652583948590474,False,True,False
Cn1c(=O)n(C)c2c1nc(SCC(=O)[O-])n2CC(=O)[O-],-6.191988005174707,3.1356489585710308,-3.3345999999999982,3.7324591916178527,0.5283181024835594,2.857388005174709,0.5968102330468219,False,False,False
CC(=O)N/N=C/C([O-])=N/S(C)(=O)=O,-6.191988005174707,3.1356489585710308,-2.1732999999999985,3.727167022736099,0.3213784647534492,4.018688005174709,0.5915180641650681,False,False,False
CS(=O)(=O)N1CCCN(CC(=O)[O-])CC1,-6.191988005174707,3.1356489585710308,-2.2963999999999967,2.640896964957763,0.5495094589785733,3.8955880051747105,0.4947519936132676,False,True,False
CC(=O)NCC(=O)C(=O)N1CCN(CC2=c3ccccc3=[NH+]C2)CC1,-6.191988005174707,3.1356489585710308,-3.5994999999999946,3.436931409524421,0.5414016616613664,2.5924880051747126,0.30128245095339024,False,True,False
CNC(=O)OCC(=O)CS(NC(=O)[O-])C(N)=O,-6.191988005174707,3.1356489585710308,-2.160699999999999,4.688200771641034,0.42534191133823235,4.031288005174709,1.5525518130700031,False,False,False
CC(=O)NCCN(C)C(=O)CCC(=O)[O-],-6.191988005174707,3.1356489585710308,-1.8889999999999978,2.800443177975513,0.5607180327376288,4.30298800517471,0.33520578059551775,False,True,False
CC(=O)NCC(=O)NCC[NH3+],-6.191988005174707,3.1356489585710308,-2.5193999999999983,3.087016781920571,0.42372765376454935,3.672588005174709,0.0486321766504596,False,True,False
CS(=O)(=O)c1ccc(C(=O)N2CC(C(=O)[O-])C[C@H](O)[C@@H]2C(=O)[O-])cc1,-6.191988005174707,3.1356489585710308,-3.218499999999997,4.01869653885452,0.5810460843282998,2.97348800517471,0.8830475802834896,False,False,False
CC(C)CNC(=O)C(=O)NCCn1cc[nH+]c1,-0.9961733583906094,2.803310685927503,-0.8093999999999981,3.5532125720205894,0.6592834499071762,0.18677335839061127,0.7499018860930864,True,False,False
CC(C)(C)NC(=O)C(=O)NCC1=NN(C)C(=O)CC1,-0.9961733583906094,2.803310685927503,-0.37449999999999806,2.892892635832208,0.6691232065116428,0.6216733583906113,0.08958194990470503,False,True,False
CN(C)C(=O)Cn1cccc(N2CCC([NH3+])CC2)c1=O,-0.9961733583906094,2.803310685927503,-0.8527999999999978,3.16230264853829,0.7828890884713862,0.1433733583906116,0.35899196261078714,True,True,True
CC(C)N(CC(N)=O)S(=O)(=O)c1ccc(C(=O)[O-])cc1,-0.9961733583906094,2.803310685927503,-1.0654999999999986,2.616437688882563,0.7169982937883104,0.06932664160938917,0.1868729970449401,True,True,True
CS(=O)(=O)N1CCN(C(=O)CC[C@@H]2CCCO2)CC1,-0.9961733583906094,2.803310685927503,0.049400000000001,2.6132959912218148,0.7335511917210015,1.0455733583906104,0.19001469470568821,False,True,False
CC(C)(C)N1C(=O)CC(=O)NC1=O,-0.9961733583906094,2.803310685927503,0.2534000000000001,2.804337652106728,0.5487240091408457,1.2495733583906095,0.0010269661792250417,False,True,False
CCNC(=O)COc1ccc(/C=C/C(=O)[O-])cn1,-0.9961733583906094,2.803310685927503,-0.6404000000000001,2.7381803490688377,0.6769670550635266,0.3557733583906093,0.06513033685866532,True,True,True
C[C@@H](OC(=O)c1ccn(CC(=O)[O-])n1)C(=O)N1CCCC1,-0.9961733583906094,2.803310685927503,-1.199299999999999,3.1466840918820322,0.6317351425058351,0.20312664160938954,0.34337340595452925,True,True,True
CN(C)C(=O)N1CCN(C(=O)C[C@@H](C(=O)N2CCOCC2)N2CCOCC2)CC1,-0.9961733583906094,2.803310685927503,-1.2380999999999946,3.033187317018445,0.5754951019991309,0.24192664160938526,0.22987663109094214,True,True,True
C[C@]1(C(N)=O)CCN(c2ccc(C(N)=O)cc2)C1=O,-0.9961733583906094,2.803310685927503,0.013799999999998591,2.894381878697269,0.748413191921263,1.0099733583906079,0.09107119276976583,False,True,False
Cc1nc2c(c(C)nn2-c2ccccc2)c(C)c1CC(=O)N[C@@H]1CCC[C@@H]1c1nc2ccccc2[nH]1,5.661189659703132,3.329106033229896,5.2170600000000045,3.3627834325662675,0.3626222755533849,0.4441296597031279,0.03367739933637148,False,True,False
